rule,file,line,verdict,confidence,reason
API05-C,lib/vssh/ssh.h,256,FP,high,"char *buffer,size_t buflen version signature; conformant-array advisory FP"
API05-C,lib/vtls/vtls_int.h,76,FP,high,"const unsigned char*proto,size_t proto_len; conformant-array advisory FP"
API05-C,lib/vtls/vtls_spack.h,38,FP,high,"const void*bufv,size_t buflen unpack signature; conformant-array advisory FP"
API05-C,lib/ws.h,38,FP,high,"const char*mem,size_t nread ws_accept signature; conformant-array advisory FP"
EXP36-C,src/slist_wc.c,36,FP,high,"char* is data arg, not cast to slist; append returns properly-aligned malloc'd struct; no alignment issue"
DCL13-C,src/tool_cb_see.c,37,FP,high,CURLOPT_SEEKFUNCTION callback; fixed function-pointer signature; const cannot be added
API00-C,src/tool_filetime.c,86,FP,high,Internal helper passing filename to OS CreateFile/utime; callers supply valid name; no deref-without-check
API05-C,src/tool_help.h,48,FP,high,"const unsigned char*buf,size_t len helpscan signature; conformant-array advisory FP"
API02-C,src/tool_ipfs.h,30,FP,high,char **url out-param for owned string; capacity arg inapplicable; advisory FP
API02-C,src/tool_util.h,38,FP,high,char **pathp out-param for owned path string; capacity arg inapplicable; advisory FP
PRE01-C,lib/curl_rtmp.c,41,FP,high,"Replacement is a variable declaration 'int tv=...'; tv is a declarator, cannot parenthesize"
PRE01-C,lib/curl_rtmp.c,41,FP,high,s only used as s*1000 with literal arg; no precedence risk; decl-defining macro
PRE02-C,lib/curl_rtmp.c,41,FP,high,"Replacement is a declaration; wrapping in parens is invalid C, misparse"
PRE01-C,lib/curl_rtmp.c,43,FP,high,"struct timeval tv={s,0} declaration; tv is declarator, not expression"
PRE01-C,lib/curl_rtmp.c,43,FP,high,"s used in initializer list element; literal arg, no precedence risk"
API05-C,lib/curl_rtmp.c,54,FP,high,"Hash dtor callback signature fixed by typedef; void* params, no array syntax"
DCL13-C,lib/curl_rtmp.c,54,FP,high,rtmp_conn_dtor signature fixed by hash dtor function-pointer typedef
API05-C,lib/curl_rtmp.c,54,FP,high,Callback signature fixed by typedef; convention FP
DCL00-C,lib/curl_rtmp.c,56,FP,high,"r=entry, pointee mutated via RTMP_Close/Free; const-local style, not actionable"
MEM31-C,lib/curl_rtmp.c,60,FP,high,RTMP_Close then RTMP_Free are distinct ops; Close does not free
DCL00-C,lib/curl_rtmp.c,66,FP,high,single-assignment local style flag; not actionable
MEM31-C,lib/curl_rtmp.c,66,FP,high,r ownership transferred to conn meta; rtmp_conn_dtor frees it
MEM31-C,lib/curl_rtmp.c,76,FP,high,r owned by conn meta (dtor frees); comment notes dtor performs cleanup
DCL13-C,lib/curl_rtmp.c,79,FP,high,connect_it vtable signature; data heavily mutated; typedef-fixed
DCL00-C,lib/curl_rtmp.c,82,FP,high,single-assignment local style flag; not actionable
EXP33-C,lib/curl_rtmp.c,117,FP,high,"rtmp_recv is a forward-declared static function, not an uninit variable"
EXP33-C,lib/curl_rtmp.c,118,FP,high,"rtmp_send is a forward-declared static function, not an uninit variable"
DCL00-C,lib/curl_rtmp.c,125,FP,high,single-assignment local style flag; not actionable
DCL13-C,lib/curl_rtmp.c,140,FP,high,done vtable signature; data param unused/void; typedef-fixed
DCL13-C,lib/curl_rtmp.c,150,FP,high,disconnect vtable signature; typedef-fixed
DCL00-C,lib/curl_rtmp.c,154,FP,high,single-assignment local style flag; not actionable
API05-C,lib/curl_rtmp.c,162,FP,high,rtmp_recv vtable signature (Curl_recv); convention FP
DCL00-C,lib/curl_rtmp.c,166,FP,high,single-assignment local style flag; not actionable
DCL13-C,lib/curl_rtmp.c,188,FP,high,rtmp_send vtable signature; data used via data->conn; typedef-fixed
API05-C,lib/curl_rtmp.c,189,FP,high,Curl_send vtable signature; convention FP
DCL00-C,lib/curl_rtmp.c,193,FP,high,single-assignment local style flag; not actionable
API05-C,lib/curl_rtmp.c,209,FP,high,version buffer filled by msnprintf; curl never uses array-param syntax
INT14-C,lib/curl_rtmp.c,212,FP,high,Byte-extraction from version constant; idiomatic mask+shift
DCL15-C,lib/curl_rtmp.c,250,FP,high,"Curl_scheme_rtmp is exported, consumed by scheme table elsewhere; needs external linkage"
DCL19-C,lib/curl_rtmp.c,250,FP,high,Exported global needed across translation units
DCL15-C,lib/curl_rtmp.c,263,FP,high,Exported scheme global; needs external linkage
DCL19-C,lib/curl_rtmp.c,263,FP,high,Exported global needed across translation units
DCL15-C,lib/curl_rtmp.c,276,FP,high,Exported scheme global; needs external linkage
DCL19-C,lib/curl_rtmp.c,276,FP,high,Exported global needed across translation units
DCL15-C,lib/curl_rtmp.c,289,FP,high,Exported scheme global; needs external linkage
DCL19-C,lib/curl_rtmp.c,289,FP,high,Exported global needed across translation units
DCL15-C,lib/curl_rtmp.c,302,FP,high,Exported scheme global; needs external linkage
DCL19-C,lib/curl_rtmp.c,302,FP,high,Exported global needed across translation units
DCL15-C,lib/curl_rtmp.c,315,FP,high,Exported scheme global; needs external linkage
DCL19-C,lib/curl_rtmp.c,315,FP,high,Exported global needed across translation units
DCL37-C,lib/netrc.c,34,FP,high,__NO_NET_API is an AmigaOS platform shim matching a system macro name
FIO42-C,lib/netrc.c,74,FP,high,file is closed at line 102 via curlx_fclose(file)
EXP33-C,lib/netrc.c,83,FP,high,line assigned at 86 and only used within the same if(!result) block
EXP34-C,lib/netrc.c,89,FP,med,dyn_ptr non-NULL after successful Curl_get_line+add; idiomatic
STR34-C,lib/netrc.c,116,FP,high,Reading char* from char**; no char-to-larger sign extension
MEM03-C,lib/netrc.c,117,FP,low,Plain pointer initialization to NULL; not a sensitive-buffer clear site
ARR30-C,lib/netrc.c,140,FP,high,Tokenizer walks NUL-terminated in-memory file buffer; terminator-bounded
ARR30-C,lib/netrc.c,142,FP,high,while(tok && !done) loop; tok terminator-bounded; idiomatic
EXP33-C,lib/netrc.c,143,FP,high,tok_end assigned at 160 (tok_end=tok) before any use
ARR30-C,lib/netrc.c,182,FP,high,while(*tok_end) walks NUL-terminated buffer; terminator-bounded
STR34-C,lib/netrc.c,184,FP,high,char s=*tok_end compared to char literals; no widening sign-extension
EXP34-C,lib/netrc.c,255,FP,high,"tok set to dyn_ptr or """" and never NULL at this switch; guarded"
EXP20-C,lib/netrc.c,272,FP,high,!Curl_timestrcmp idiom for string-equality; idiomatic boolean use
MEM30-C,lib/netrc.c,272,FP,high,specific_login branch; login not freed here (free is in else branch)
MEM30-C,lib/netrc.c,275,FP,high,free-then-strdup reassignment; not a double-free
MEM30-C,lib/netrc.c,286,FP,high,curlx_free then immediate strdup reassign; not a double-free
MEM30-C,lib/netrc.c,309,FP,high,"Curl_safefree nulls password; new-machine reset, not double-free"
MEM30-C,lib/netrc.c,311,FP,high,Curl_safefree nulls login on non-specific reset; not double-free
MEM30-C,lib/netrc.c,316,FP,high,Curl_safefree nulls password on default reset; not double-free
MEM30-C,lib/netrc.c,318,FP,high,Curl_safefree nulls login on default reset; not double-free
STR34-C,lib/netrc.c,335,FP,high,"netrcbuffer=&nl[1] is pointer arithmetic, not char widening"
STR34-C,lib/netrc.c,335,FP,high,Pointer arithmetic on nl; no char-to-larger assignment
DCL30-C,lib/netrc.c,355,FP,high,"login is heap (strdup), not a local; *loginp=login returns valid heap ptr"
MEM30-C,lib/netrc.c,355,FP,high,Success path; login not freed; writing valid heap pointer to out-param
STR34-C,lib/netrc.c,355,FP,high,"*loginp is char**; assigning pointer, not char sign-extension"
DCL30-C,lib/netrc.c,356,FP,high,password is heap (strdup); *passwordp=password returns valid heap ptr
STR34-C,lib/netrc.c,356,FP,high,"*passwordp is char**; pointer assignment, not char widening"
MEM30-C,lib/netrc.c,362,FP,high,Error-path cleanup frees login once; loop frees were reassign or safefree
MEM30-C,lib/netrc.c,363,FP,high,Error-path cleanup frees password once; not a double-free
MEM31-C,lib/netrc.c,363,FP,high,Single error-path free of password; prior frees were reassign/safefree
MSC37-C,lib/netrc.c,392,FP,high,Both if/else assign retcode and fall to return retcode at end
EXP33-C,lib/netrc.c,415,FP,high,pw_res is out-param written by getpwuid_r before being read
ENV30-C,lib/netrc.c,442,FP,high,"homea is from curl_getenv (returns heap copy), not raw getenv; must be freed"
ENV30-C,lib/netrc.c,447,FP,high,filealloc is heap from curl_getenv/curl_maprintf; freeing is correct
ENV30-C,lib/netrc.c,453,FP,high,homea is heap from curl_getenv; freeing on OOM path is correct
MEM30-C,lib/netrc.c,456,FP,high,filealloc reassigned at 451 (curl_maprintf) before reuse; new allocation
ENV30-C,lib/netrc.c,457,FP,high,filealloc is heap from curl_maprintf; freeing is correct
MEM30-C,lib/netrc.c,457,FP,high,filealloc reassigned at 451 between the two frees; no double-free
MEM31-C,lib/netrc.c,457,FP,high,filealloc reassigned at 451; single free of new allocation
ENV30-C,lib/netrc.c,460,FP,high,homea is heap from curl_getenv; final free is correct
MEM31-C,lib/sha256.c,63,FP,high,init/final lifecycle pair; ctx destroyed in my_sha256_final or error path
DCL13-C,lib/sha256.c,74,FP,high,my_sha256_update assigned to HMAC_params vtable; signature typedef-fixed
DCL13-C,lib/sha256.c,82,FP,high,my_sha256_final vtable signature; 'in' cast and mutated
DCL13-C,lib/sha256.c,191,FP,high,Win32 my_sha256_update vtable signature; typedef-fixed
EXP36-C,lib/sha256.c,196,FP,high,"BYTE is unsigned char (align 1), not align 4; no alignment increase"
DCL13-C,lib/sha256.c,199,FP,high,Win32 my_sha256_final vtable signature; typedef-fixed
PRE00-C,lib/sha256.c,222,FP,low,Vendored LibTomCrypt macro; controlled call sites with no side effects
PRE12-C,lib/sha256.c,222,FP,low,"WPA_GET_BE32 indexes (a)[n]; arg always simple ptr expr, no side effect"
PRE00-C,lib/sha256.c,227,FP,low,Vendored crypto macro; controlled call sites
PRE12-C,lib/sha256.c,227,FP,low,"WPA_PUT_BE32 multi-indexes a; arg is simple ptr, no side effect"
PRE00-C,lib/sha256.c,235,FP,low,Vendored crypto macro; controlled call sites
PRE12-C,lib/sha256.c,235,FP,low,"WPA_PUT_BE64 multi-indexes a; arg simple ptr, no side effect"
PRE00-C,lib/sha256.c,272,FP,low,RORc vendored crypto rotate macro; callers pass simple vars
PRE12-C,lib/sha256.c,272,FP,low,"RORc evaluates x,y multiple times but args are side-effect-free"
PRE00-C,lib/sha256.c,276,FP,low,Sha256_Ch vendored crypto macro; controlled call sites
PRE01-C,lib/sha256.c,276,FP,low,"Vendored crypto; x always simple var (e), no precedence risk in practice"
PRE01-C,lib/sha256.c,276,FP,low,"Vendored crypto; y always simple var, no actual misexpansion"
PRE01-C,lib/sha256.c,276,FP,low,"Vendored crypto; z always simple var, no actual misexpansion"
PRE12-C,lib/sha256.c,276,FP,low,z evaluated twice but args side-effect-free
PRE00-C,lib/sha256.c,277,FP,low,Sha256_Maj vendored crypto macro; controlled call sites
PRE01-C,lib/sha256.c,277,FP,low,"Vendored crypto; x always simple var, no precedence risk"
PRE12-C,lib/sha256.c,277,FP,low,x evaluated twice but args side-effect-free
PRE00-C,lib/sha256.c,281,FP,low,Sigma0 vendored crypto macro; controlled call sites
PRE12-C,lib/sha256.c,281,FP,low,x evaluated multiple times but args side-effect-free
PRE00-C,lib/sha256.c,282,FP,low,Sigma1 vendored crypto macro; controlled call sites
PRE12-C,lib/sha256.c,282,FP,low,x evaluated multiple times but args side-effect-free
PRE00-C,lib/sha256.c,283,FP,low,Gamma0 vendored crypto macro; controlled call sites
PRE12-C,lib/sha256.c,283,FP,low,x evaluated multiple times but args side-effect-free
PRE00-C,lib/sha256.c,284,FP,low,Gamma1 vendored crypto macro; controlled call sites
PRE12-C,lib/sha256.c,284,FP,low,x evaluated multiple times but args side-effect-free
PRE00-C,lib/sha256.c,305,FP,low,RND vendored crypto compress macro; controlled call sites
PRE01-C,lib/sha256.c,305,FP,low,"d used as d+=t0 (lvalue, simple var S[3]); no precedence risk"
PRE01-C,lib/sha256.c,305,FP,low,h used as simple lvalue; no precedence risk in practice
PRE01-C,lib/sha256.c,305,FP,low,"i indexes K[i]/W[i]; always simple loop var, no precedence risk"
PRE12-C,lib/sha256.c,305,FP,low,a evaluated twice but args side-effect-free
EXP05-C,lib/sha256.c,379,FP,high,CURLMIN macro misparse; n=CURLMIN(...) has no const cast
DCL13-C,lib/sha256.c,399,FP,high,"out is the output buffer, written via WPA_PUT_BE32; must not be const"
API05-C,lib/sha256.c,454,FP,high,Curl_sha256it output/input buffers; curl never uses array-param syntax
API05-C,lib/sha256.c,454,FP,high,Convention FP; no C99 array-param syntax in curl
EXP33-C,lib/sha256.c,460,FP,high,my_sha256_init writes/initializes ctx; it does not read uninit data
DCL13-C,lib/socks_sspi.c,59,TP,low,"static helper, cf only read (cf->conn); const addable, not vtable-bound"
STR34-C,lib/socks_sspi.c,71,FP,high,*service_namep is char* assigned a pointer; no char sign extension
STR34-C,lib/socks_sspi.c,73,FP,high,"pointer assignment, not signed-char widening"
EXP43-C,lib/socks_sspi.c,79,FP,high,"standard SSPI AcquireCredentialsHandle out param, distinct pointers"
MEM30-C,lib/socks_sspi.c,244,FP,high,"CURLE_OK is an enum value, not a freed pointer"
DCL13-C,lib/socks_sspi.c,247,FP,high,socks5_free writes through sspi_w_token (Curl_safefree nulls members)
EXP33-C,lib/socks_sspi.c,314,FP,high,"pvBuffer set at 312; line checks malloc result, not uninitialized read"
MEM12-C,lib/socks_sspi.c,321,FP,high,return socks5_free() frees all three tokens; no leak
MEM12-C,lib/socks_sspi.c,328,FP,high,socks5_free frees tokens on this error return
MEM12-C,lib/socks_sspi.c,334,FP,high,socks5_free frees tokens; etbuf still NULL here
MEM12-C,lib/socks_sspi.c,339,FP,high,socks5_free frees tokens; etbuf NULL at this point
MEM12-C,lib/socks_sspi.c,343,FP,high,etbuf just failed malloc (NULL); socks5_free frees tokens
MEM12-C,lib/socks_sspi.c,361,FP,high,etbuf freed here; tokens already freed at 351
MEM12-C,lib/socks_sspi.c,369,FP,high,"nec branch: etbuf NULL, tokens freed at 351"
MEM12-C,lib/socks_sspi.c,378,FP,high,etbuf freed at 375; tokens freed at 351
MEM12-C,lib/socks_sspi.c,385,FP,high,etbuf freed; tokens freed; nothing leaked
MEM12-C,lib/socks_sspi.c,391,FP,high,etbuf freed; tokens freed earlier
MEM12-C,lib/socks_sspi.c,397,FP,high,etbuf freed; tokens freed earlier
MEM12-C,lib/socks_sspi.c,406,FP,high,token[0] just failed malloc (NULL); nothing to leak
MEM12-C,lib/socks_sspi.c,414,FP,high,token[0] freed at 413 before return
MEM12-C,lib/socks_sspi.c,431,FP,high,token[0] freed at 430; token[1] freed via FreeContextBuffer
MEM12-C,lib/socks_sspi.c,440,FP,high,token[0] freed at 439; token[1] freed at 438
MEM12-C,lib/socks_sspi.c,451,FP,high,token[0] freed at 450 before return
MEM12-C,lib/socks_sspi.c,462,FP,high,"token[0] freed at 455; success return, no leak"
MEM30-C,lib/socks_sspi.c,462,FP,high,"CURLE_OK is enum, not freed pointer"
API00-C,lib/socks_sspi.c,465,FP,high,internal negotiate fn; cf/data guaranteed valid by callers
API00-C,lib/socks_sspi.c,465,FP,high,data always valid from connection state; not externally exported entry
EXP34-C,lib/socks_sspi.c,487,FP,high,socks5_sspi_setup guarantees non-NULL service_name or returns error (checked 483)
MSC07-C,lib/socks_sspi.c,519,FP,high,error: label reached via goto; not unreachable
MEM30-C,lib/socks_sspi.c,521,FP,high,"Curl_safefree nulls service_name; single free per path, no double-free"
API05-C,lib/version.c,83,FP,high,curl never uses C99 array-param syntax; style advisory
EXP07-C,lib/version.c,87,FP,high,"bit-mask version decode; literal masks idiomatic, advisory"
API05-C,lib/version.c,94,FP,high,conformant-array style advisory; curl convention
